chapter_name,sub_chapter_name,category_name,sub_category_name,hsn,rate
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"VEGETABLE WAXES (OTHER THAN TRIGLYCERIDES),BEESWAX, OTHER INSECT WAXES AND SPERMACETI, WHETHER OR NOT REFINED OR COLOURED ",Carnauba Waxes: ,Edible wax for waxing fresh fruits and vegetables,HSN 1521 10 11,18
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"ANIMAL OR VEGETABLE FATS AND OILS AND THEIR FRACTIONS, BOILED, OXIDISED, DEHYDRATED, SULPHURISED, BLOWN, POLYMERISED BY HEAT IN VACUUM OR IN INERT GAS OR OTHERWISE CHEMICALLY MODIFIED, EXCLUDING THOSE OF HEADING 1516; INEDIBLE MIXTURES OR PREPARATIONS OF ANIMAL OR VEGETABLE FATS OR OILS OF THIS CHAPTER, NOT ELSEWHERE SPECIFIED OR INCLUDED ",Other vegetable oil and its fats: ,"Glycerol, crude; glycerol waters and glycerol lyes",HSN 1520 00 00,18
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement",ASBESTOS ,"Fibre raw, beaten or washed or graded to length: ",Crysolite,HSN 2524 90 23,5
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"ANIMAL OR VEGETABLE FATS AND OILS AND THEIR FRACTIONS, BOILED, OXIDISED, DEHYDRATED, SULPHURISED, BLOWN, POLYMERISED BY HEAT IN VACUUM OR IN INERT GAS OR OTHERWISE CHEMICALLY MODIFIED, EXCLUDING THOSE OF HEADING 1516; INEDIBLE MIXTURES OR PREPARATIONS OF ANIMAL OR VEGETABLE FATS OR OILS OF THIS CHAPTER, NOT ELSEWHERE SPECIFIED OR INCLUDED ",Other vegetable oil and its fats: ,Other,HSN 1518 00 40,
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement",ASBESTOS ,Flakes or powder: ,Amphibole,HSN 2524 90 32,5
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"ANIMAL OR VEGETABLE FATS AND OILS AND THEIR FRACTIONS, BOILED, OXIDISED, DEHYDRATED, SULPHURISED, BLOWN, POLYMERISED BY HEAT IN VACUUM OR IN INERT GAS OR OTHERWISE CHEMICALLY MODIFIED, EXCLUDING THOSE OF HEADING 1516; INEDIBLE MIXTURES OR PREPARATIONS OF ANIMAL OR VEGETABLE FATS OR OILS OF THIS CHAPTER, NOT ELSEWHERE SPECIFIED OR INCLUDED ",Lin seed oil: ,Other,HSN 1518 00 19,
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"ANIMAL OR VEGETABLE FATS AND OILS AND THEIR FRACTIONS, BOILED, OXIDISED, DEHYDRATED, SULPHURISED, BLOWN, POLYMERISED BY HEAT IN VACUUM OR IN INERT GAS OR OTHERWISE CHEMICALLY MODIFIED, EXCLUDING THOSE OF HEADING 1516; INEDIBLE MIXTURES OR PREPARATIONS OF ANIMAL OR VEGETABLE FATS OR OILS OF THIS CHAPTER, NOT ELSEWHERE SPECIFIED OR INCLUDED ","Castor oil, dehydrated: ",Other,HSN 1518 00 29,
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"MARGARINE; EDIBLE MIXTURE OR PREPARATIONS OF ANIMAL OR VEGETABLE FATS OR OILS OR OF FRACTIONS OF DIFFERENT FATS OR OILS OF THIS CHAPTER, OTHER THAN EDIBLE FATS OR OILS OR THEIR FRACTIONS OF HEADING 1516 ",Other: ,Other,HSN 1517 90 90,
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"ANIMAL OR VEGETABLE FATS AND OILS AND THEIR FRACTIONS, BOILED, OXIDISED, DEHYDRATED, SULPHURISED, BLOWN, POLYMERISED BY HEAT IN VACUUM OR IN INERT GAS OR OTHERWISE CHEMICALLY MODIFIED, EXCLUDING THOSE OF HEADING 1516; INEDIBLE MIXTURES OR PREPARATIONS OF ANIMAL OR VEGETABLE FATS OR OILS OF THIS CHAPTER, NOT ELSEWHERE SPECIFIED OR INCLUDED ",Lin seed oil: ,Edible grade,HSN 1518 00 11,5
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"ANIMAL OR VEGETABLE FATS AND OILS AND THEIR FRACTIONS, BOILED, OXIDISED, DEHYDRATED, SULPHURISED, BLOWN, POLYMERISED BY HEAT IN VACUUM OR IN INERT GAS OR OTHERWISE CHEMICALLY MODIFIED, EXCLUDING THOSE OF HEADING 1516; INEDIBLE MIXTURES OR PREPARATIONS OF ANIMAL OR VEGETABLE FATS OR OILS OF THIS CHAPTER, NOT ELSEWHERE SPECIFIED OR INCLUDED ",Other vegetable oil and its fats: ,Other,HSN 1518 00 39,
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"MARGARINE; EDIBLE MIXTURE OR PREPARATIONS OF ANIMAL OR VEGETABLE FATS OR OILS OR OF FRACTIONS OF DIFFERENT FATS OR OILS OF THIS CHAPTER, OTHER THAN EDIBLE FATS OR OILS OR THEIR FRACTIONS OF HEADING 1516 ",Other: ,Imitation  lard of vegetable origin,HSN 1517 90 40,18
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"MARGARINE; EDIBLE MIXTURE OR PREPARATIONS OF ANIMAL OR VEGETABLE FATS OR OILS OR OF FRACTIONS OF DIFFERENT FATS OR OILS OF THIS CHAPTER, OTHER THAN EDIBLE FATS OR OILS OR THEIR FRACTIONS OF HEADING 1516 ",Other: ,Imitation  lard of animal origin,HSN 1517 90 30,18
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"MARGARINE; EDIBLE MIXTURE OR PREPARATIONS OF ANIMAL OR VEGETABLE FATS OR OILS OR OF FRACTIONS OF DIFFERENT FATS OR OILS OF THIS CHAPTER, OTHER THAN EDIBLE FATS OR OILS OR THEIR FRACTIONS OF HEADING 1516 ",Other: ,Peanut butter,HSN 1517 90 20,18
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"ANIMAL OR VEGETABLE FATS AND OILS AND THEIR FRACTIONS, BOILED, OXIDISED, DEHYDRATED, SULPHURISED, BLOWN, POLYMERISED BY HEAT IN VACUUM OR IN INERT GAS OR OTHERWISE CHEMICALLY MODIFIED, EXCLUDING THOSE OF HEADING 1516; INEDIBLE MIXTURES OR PREPARATIONS OF ANIMAL OR VEGETABLE FATS OR OILS OF THIS CHAPTER, NOT ELSEWHERE SPECIFIED OR INCLUDED ",Other vegetable oil and its fats: ,Edible grade,HSN 1518 00 31,5
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"ANIMAL OR VEGETABLE FATS AND OILS AND THEIR FRACTIONS, BOILED, OXIDISED, DEHYDRATED, SULPHURISED, BLOWN, POLYMERISED BY HEAT IN VACUUM OR IN INERT GAS OR OTHERWISE CHEMICALLY MODIFIED, EXCLUDING THOSE OF HEADING 1516; INEDIBLE MIXTURES OR PREPARATIONS OF ANIMAL OR VEGETABLE FATS OR OILS OF THIS CHAPTER, NOT ELSEWHERE SPECIFIED OR INCLUDED ","Castor oil, dehydrated: ",Edible grade,HSN 1518 00 21,5
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"MARGARINE; EDIBLE MIXTURE OR PREPARATIONS OF ANIMAL OR VEGETABLE FATS OR OILS OR OF FRACTIONS OF DIFFERENT FATS OR OILS OF THIS CHAPTER, OTHER THAN EDIBLE FATS OR OILS OR THEIR FRACTIONS OF HEADING 1516 ",Of vegetable origin: ,Other,HSN 1517 10 29,
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"MARGARINE; EDIBLE MIXTURE OR PREPARATIONS OF ANIMAL OR VEGETABLE FATS OR OILS OR OF FRACTIONS OF DIFFERENT FATS OR OILS OF THIS CHAPTER, OTHER THAN EDIBLE FATS OR OILS OR THEIR FRACTIONS OF HEADING 1516 ",Other: ,Sal fat (processed or refined),HSN 1517 90 10,18
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"MARGARINE; EDIBLE MIXTURE OR PREPARATIONS OF ANIMAL OR VEGETABLE FATS OR OILS OR OF FRACTIONS OF DIFFERENT FATS OR OILS OF THIS CHAPTER, OTHER THAN EDIBLE FATS OR OILS OR THEIR FRACTIONS OF HEADING 1516 ",Of vegetable origin: ,Linoxyn,HSN 1517 10 22,18
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"MARGARINE; EDIBLE MIXTURE OR PREPARATIONS OF ANIMAL OR VEGETABLE FATS OR OILS OR OF FRACTIONS OF DIFFERENT FATS OR OILS OF THIS CHAPTER, OTHER THAN EDIBLE FATS OR OILS OR THEIR FRACTIONS OF HEADING 1516 ",Of vegetable origin: ,Edible grade,HSN 1517 10 21,5
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement",ASBESTOS ,In rock form: ,Other,HSN 2524 90 19,
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement",ASBESTOS ,In rock form: ,Crysolite,HSN 2524 90 13,5
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement","PORTLAND CEMENT, ALUMINOUS CEMENT, SLAG CEMENT, SUPERSULPHATE CEMENT AND SIMILAR HYDRAULIC CEMENTS, WHETHER OR NOT COLOURED OR IN THE FORM OF CLINKERS ",Other hydraulic cements: ,High alumina refractory cement,HSN 2523 90 20,28
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement",ASBESTOS ,,Crocidolite,HSN 2524 10 10,5
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement",ASBESTOS ,In rock form: ,Chrysotile,HSN 2524 90 11,5
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement",ASBESTOS ,In rock form: ,Amphibole,HSN 2524 90 12,5
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"ANIMAL OR VEGETABLE FATS AND OILS AND THEIR FRACTIONS, PARTLY OR WHOLLY HYDROGENATED, INTER- ESTERIFIED, RE-ESTERIFIED OR ELADLNISED, WHETHER OR NOT REFINED, BUT NOT FURTHER PREPARED ",Other: ,Other,HSN 1516 20 99,
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement",ASBESTOS ,In rock form: ,Amosite,HSN 2524 90 14,5
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"ANIMAL OR VEGETABLE FATS AND OILS AND THEIR FRACTIONS, PARTLY OR WHOLLY HYDROGENATED, INTER- ESTERIFIED, RE-ESTERIFIED OR ELADLNISED, WHETHER OR NOT REFINED, BUT NOT FURTHER PREPARED ",Other: ,Edible grade,HSN 1516 20 91,5
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement","PORTLAND CEMENT, ALUMINOUS CEMENT, SLAG CEMENT, SUPERSULPHATE CEMENT AND SIMILAR HYDRAULIC CEMENTS, WHETHER OR NOT COLOURED OR IN THE FORM OF CLINKERS ",Other hydraulic cements: ,Other,HSN 2523 90 90,
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"MARGARINE; EDIBLE MIXTURE OR PREPARATIONS OF ANIMAL OR VEGETABLE FATS OR OILS OR OF FRACTIONS OF DIFFERENT FATS OR OILS OF THIS CHAPTER, OTHER THAN EDIBLE FATS OR OILS OR THEIR FRACTIONS OF HEADING 1516 ","Margarine, excluding liquid margarine: ",Of animal origin,HSN 1517 10 10,12
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"ANIMAL OR VEGETABLE FATS AND OILS AND THEIR FRACTIONS, PARTLY OR WHOLLY HYDROGENATED, INTER- ESTERIFIED, RE-ESTERIFIED OR ELADLNISED, WHETHER OR NOT REFINED, BUT NOT FURTHER PREPARED ",Groundnut oil: ,Other,HSN 1516 20 29,
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"ANIMAL OR VEGETABLE FATS AND OILS AND THEIR FRACTIONS, PARTLY OR WHOLLY HYDROGENATED, INTER- ESTERIFIED, RE-ESTERIFIED OR ELADLNISED, WHETHER OR NOT REFINED, BUT NOT FURTHER PREPARED ",Groundnut oil: ,Edible grade,HSN 1516 20 21,5
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"ANIMAL OR VEGETABLE FATS AND OILS AND THEIR FRACTIONS, PARTLY OR WHOLLY HYDROGENATED, INTER- ESTERIFIED, RE-ESTERIFIED OR ELADLNISED, WHETHER OR NOT REFINED, BUT NOT FURTHER PREPARED ",Hydrogenated castor oil (opal wax): ,Edible grade,HSN 1516 20 31,5
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"ANIMAL OR VEGETABLE FATS AND OILS AND THEIR FRACTIONS, PARTLY OR WHOLLY HYDROGENATED, INTER- ESTERIFIED, RE-ESTERIFIED OR ELADLNISED, WHETHER OR NOT REFINED, BUT NOT FURTHER PREPARED ",Hydrogenated castor oil (opal wax): ,Other,HSN 1516 20 39,
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"ANIMAL OR VEGETABLE FATS AND OILS AND THEIR FRACTIONS, PARTLY OR WHOLLY HYDROGENATED, INTER- ESTERIFIED, RE-ESTERIFIED OR ELADLNISED, WHETHER OR NOT REFINED, BUT NOT FURTHER PREPARED ",Cotton seed oil: ,Other,HSN 1516 20 19,
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"ANIMAL OR VEGETABLE FATS AND OILS AND THEIR FRACTIONS, PARTLY OR WHOLLY HYDROGENATED, INTER- ESTERIFIED, RE-ESTERIFIED OR ELADLNISED, WHETHER OR NOT REFINED, BUT NOT FURTHER PREPARED ",,Animal fats and oils and their fractions,HSN 1516 10 00,5
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"ANIMAL OR VEGETABLE FATS AND OILS AND THEIR FRACTIONS, PARTLY OR WHOLLY HYDROGENATED, INTER- ESTERIFIED, RE-ESTERIFIED OR ELADLNISED, WHETHER OR NOT REFINED, BUT NOT FURTHER PREPARED ",Cotton seed oil: ,Edible grade,HSN 1516 20 11,5
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"OTHER FIXED VEGETABLE FATS AND OILS (INCLUDING JOJOBA OIL) AND THEIR FRACTIONS, WHETHER OR NOT REFINED, BUT NOT CHEMICALLY MODIFIED ",Other: ,Other,HSN 1515 90 99,
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"OTHER FIXED VEGETABLE FATS AND OILS (INCLUDING JOJOBA OIL) AND THEIR FRACTIONS, WHETHER OR NOT REFINED, BUT NOT CHEMICALLY MODIFIED ",Other: ,"Fixed vegetable oils of edible grade namely the following: mango kernel oil, mahua oil, rice bran oil",HSN 1515 90 40,5
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"OTHER FIXED VEGETABLE FATS AND OILS (INCLUDING JOJOBA OIL) AND THEIR FRACTIONS, WHETHER OR NOT REFINED, BUT NOT CHEMICALLY MODIFIED ",Other: ,Edible grade,HSN 1515 90 91,5
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"OTHER FIXED VEGETABLE FATS AND OILS (INCLUDING JOJOBA OIL) AND THEIR FRACTIONS, WHETHER OR NOT REFINED, BUT NOT CHEMICALLY MODIFIED ",Other: ,"Fixed vegetable oils, namely the following : cardamom oil, chillies/ capsicum oil, turmeric oil, ajwain seed oil, niger seed oil, garlic oil",HSN 1515 90 30,5
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"OTHER FIXED VEGETABLE FATS AND OILS (INCLUDING JOJOBA OIL) AND THEIR FRACTIONS, WHETHER OR NOT REFINED, BUT NOT CHEMICALLY MODIFIED ",Other: ,"Fixed vegetable oils, namely the following: chul moogra oil, mawra oil, kokam oil, tabacco seed oil, sal oil",HSN 1515 90 10,5
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"OTHER FIXED VEGETABLE FATS AND OILS (INCLUDING JOJOBA OIL) AND THEIR FRACTIONS, WHETHER OR NOT REFINED, BUT NOT CHEMICALLY MODIFIED ",Other: ,Other,HSN 1515 50 99,
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement","PORTLAND CEMENT, ALUMINOUS CEMENT, SLAG CEMENT, SUPERSULPHATE CEMENT AND SIMILAR HYDRAULIC CEMENTS, WHETHER OR NOT COLOURED OR IN THE FORM OF CLINKERS ",Other: ,Aluminous cement,HSN 2523 30 00,28
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement","PORTLAND CEMENT, ALUMINOUS CEMENT, SLAG CEMENT, SUPERSULPHATE CEMENT AND SIMILAR HYDRAULIC CEMENTS, WHETHER OR NOT COLOURED OR IN THE FORM OF CLINKERS ",Other hydraulic cements: ,"Sagol, ashmoh",HSN 2523 90 10,28
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"OTHER FIXED VEGETABLE FATS AND OILS (INCLUDING JOJOBA OIL) AND THEIR FRACTIONS, WHETHER OR NOT REFINED, BUT NOT CHEMICALLY MODIFIED ",Other: ,"Fixed vegetable oils, namely the following: neem seed oil, karanj oil, silk cotton seed oil,",HSN 1515 90 20,5
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement","PORTLAND CEMENT, ALUMINOUS CEMENT, SLAG CEMENT, SUPERSULPHATE CEMENT AND SIMILAR HYDRAULIC CEMENTS, WHETHER OR NOT COLOURED OR IN THE FORM OF CLINKERS ",Other: ,Other,HSN 2523 29 90,
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement","PORTLAND CEMENT, ALUMINOUS CEMENT, SLAG CEMENT, SUPERSULPHATE CEMENT AND SIMILAR HYDRAULIC CEMENTS, WHETHER OR NOT COLOURED OR IN THE FORM OF CLINKERS ",Other: ,Portland slag cement,HSN 2523 29 40,28
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement","PORTLAND CEMENT, ALUMINOUS CEMENT, SLAG CEMENT, SUPERSULPHATE CEMENT AND SIMILAR HYDRAULIC CEMENTS, WHETHER OR NOT COLOURED OR IN THE FORM OF CLINKERS ",Other: ,Portland pozzolana Cement,HSN 2523 29 30,28
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement","PORTLAND CEMENT, ALUMINOUS CEMENT, SLAG CEMENT, SUPERSULPHATE CEMENT AND SIMILAR HYDRAULIC CEMENTS, WHETHER OR NOT COLOURED OR IN THE FORM OF CLINKERS ",Other: ,"Ordinary portland cement, coloured",HSN 2523 29 20,28
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement","PORTLAND CEMENT, ALUMINOUS CEMENT, SLAG CEMENT, SUPERSULPHATE CEMENT AND SIMILAR HYDRAULIC CEMENTS, WHETHER OR NOT COLOURED OR IN THE FORM OF CLINKERS ",Other: ,"Ordinary portland cement, dry",HSN 2523 29 10,28
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement","PORTLAND CEMENT, ALUMINOUS CEMENT, SLAG CEMENT, SUPERSULPHATE CEMENT AND SIMILAR HYDRAULIC CEMENTS, WHETHER OR NOT COLOURED OR IN THE FORM OF CLINKERS ",Portland cement: ,"White cement, whether or not artificially coloured",HSN 2523 21 00,28
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement","PORTLAND CEMENT, ALUMINOUS CEMENT, SLAG CEMENT, SUPERSULPHATE CEMENT AND SIMILAR HYDRAULIC CEMENTS, WHETHER OR NOT COLOURED OR IN THE FORM OF CLINKERS ",,Cement Clinkers,HSN 2523 10 00,28
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement","QUICKLIME, SLAKED LIME AND HYDRAULIC LIME, OTHER THAN CALCIUM OXIDE AND HYDROXIDE OF HEADING 2825 ",,Slaked lime,HSN 2522 20 00,5
"Chapter 25 : Salt;sulphur;earths and stone;plastering materials, lime and cement","LIMESTONE FLUX; LIMESTONE AND OTHER CALCAREOUS STONES, OF A KIND USED FOR THE MANUFACTURE OF LIME OR CEMENT ","Limestone flux; Limestone and other calcareous stones, of a kind used for the manufacture of lime or cement: ",Other,HSN 2521 00 90,
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"OTHER FIXED VEGETABLE FATS AND OILS (INCLUDING JOJOBA OIL) AND THEIR FRACTIONS, WHETHER OR NOT REFINED, BUT NOT CHEMICALLY MODIFIED ",Other: ,Edible grade,HSN 1515 50 91,5
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"OTHER FIXED VEGETABLE FATS AND OILS (INCLUDING JOJOBA OIL) AND THEIR FRACTIONS, WHETHER OR NOT REFINED, BUT NOT CHEMICALLY MODIFIED ",Seasame oil and its fractions: ,Crude oil,HSN 1515 50 10,5
Chapter 15 : Animal and vegetable fats and oils and their cleavage products;prepared edible fats; animal or vegetable waxes,"OTHER FIXED VEGETABLE FATS AND OILS (INCLUDING JOJOBA OIL) AND THEIR FRACTIONS, WHETHER OR NOT REFINED, BUT NOT CHEMICALLY MODIFIED ",Castor oil and its fractions: ,Other,HSN 1515 30 90,
